Possibility,BeginActor,FacingActor,EndActor,IntermediateStops,Question,Answer,Options
517,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Right, Turn Back', 'B. Turn Back, Turn Right, Turn Left', 'C. Turn Right, Turn Left, Turn Right', 'D. Turn Left, Turn Back, Turn Right']"
518,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Left', 'B. Turn Left, Turn Right, Turn Left', 'C. Turn Right, Turn Left, Turn Left', 'D. Turn Right, Turn Right, Turn Right']"
519,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Left', 'B. Turn Right, Turn Back, Turn Right', 'C. Turn Back, Turn Back, Turn Back', 'D. Turn Left, Turn Left, Turn Back']"
520,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the couch. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",B,"['A. Turn Right, Turn Left, Turn Left', 'B. Turn Left, Turn Left, Turn Right', 'C. Turn Back, Turn Back, Turn Left', 'D. Turn Left, Turn Left, Turn Left']"
521,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Back, Turn Back, Turn Left', 'B. Turn Back, Turn Right, Turn Right, Turn Right', 'C. Turn Left, Turn Right, Turn Left, Turn Left', 'D. Turn Left, Turn Left, Turn Back, Turn Back']"
522,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the plant. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left, Turn Left, Turn Back, Turn Back', 'B. Turn Right, Turn Back, Turn Left, Turn Left', 'C. Turn Left, Turn Back, Turn Back, Turn Left', 'D. Turn Left, Turn Right, Turn Left, Turn Back']"
523,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Left, Turn Left, Turn Right', 'B. Turn Left, Turn Left, Turn Back, Turn Left', 'C. Turn Left, Turn Back, Turn Back, Turn Left', 'D. Turn Left, Turn Left, Turn Right, Turn Left']"
524,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",D,"['A. Turn Right, Turn Right, Turn Right, Turn Right', 'B. Turn Left, Turn Left, Turn Left, Turn Left', 'C. Turn Back, Turn Back, Turn Back, Turn Back', 'D. Turn Left, Turn Left, Turn Right, Turn Left']"
525,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right, Turn Left', 'B. Turn Back, Turn Right, Turn Left, Turn Left', 'C. Turn Back, Turn Right, Turn Left, Turn Right', 'D. Turn Left, Turn Right, Turn Back, Turn Left']"
526,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",B,"['A. Turn Back, Turn Right, Turn Back, Turn Back', 'B. Turn Left, Turn Left, Turn Right, Turn Left', 'C. Turn Right, Turn Right, Turn Right, Turn Right', 'D. Turn Back, Turn Left, Turn Back, Turn Right']"
527,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the couch. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Left, Turn Right, Turn Back', 'B. Turn Back, Turn Back, Turn Back, Turn Right', 'C. Turn Left, Turn Left, Turn Left, Turn Right', 'D. Turn Right, Turn Back, Turn Left, Turn Right']"
528,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Right, Turn Right, Turn Right, Turn Left', 'B. Turn Left, Turn Left, Turn Back, Turn Right, Turn Left', 'C. Turn Left, Turn Back, Turn Back, Turn Left, Turn Left', 'D. Turn Right, Turn Back, Turn Left, Turn Left, Turn Right']"
529,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the plant. 7. [please fill in] 8. Go forward until the heater. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",D,"['A. Turn Right, Turn Right, Turn Right, Turn Right, Turn Back', 'B. Turn Right, Turn Back, Turn Left, Turn Right, Turn Back', 'C. Turn Back, Turn Left, Turn Back, Turn Back, Turn Right', 'D. Turn Left, Turn Back, Turn Back, Turn Right, Turn Left']"
530,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Back, Turn Back, Turn Left, Turn Back', 'B. Turn Back, Turn Left, Turn Left, Turn Left, Turn Right', 'C. Turn Left, Turn Back, Turn Back, Turn Left, Turn Right', 'D. Turn Right, Turn Left, Turn Right, Turn Left, Turn Right']"
531,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Right, Turn Right, Turn Left, Turn Back', 'B. Turn Back, Turn Back, Turn Back, Turn Right, Turn Back', 'C. Turn Left, Turn Left, Turn Right, Turn Back, Turn Right', 'D. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right']"
532,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right', 'B. Turn Left, Turn Left, Turn Back, Turn Back, Turn Right', 'C. Turn Back, Turn Right, Turn Right, Turn Left, Turn Right', 'D. Turn Back, Turn Right, Turn Left, Turn Right, Turn Back']"
533,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. 9. [please fill in] 10. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Left, Turn Right, Turn Right, Turn Left', 'B. Turn Back, Turn Right, Turn Right, Turn Right, Turn Left', 'C. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right', 'D. Turn Back, Turn Back, Turn Left, Turn Back, Turn Left']"
534,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the table. You have reached the final destination.",A,"['A. Turn Back', 'B. Turn Right', 'C. Turn Left']"
535,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Left', 'B. Turn Back, Turn Back', 'C. Turn Left, Turn Left', 'D. Turn Right, Turn Right']"
536,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left, Turn Back', 'B. Turn Back, Turn Back', 'C. Turn Left, Turn Left', 'D. Turn Left, Turn Right']"
537,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",B,"['A. Turn Left, Turn Back', 'B. Turn Left, Turn Left', 'C. Turn Left, Turn Right', 'D. Turn Back, Turn Right']"
538,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",B,"['A. Turn Right, Turn Left', 'B. Turn Left, Turn Left', 'C. Turn Back, Turn Back', 'D. Turn Right, Turn Right']"
539,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",A,"['A. Turn Left, Turn Left', 'B. Turn Back, Turn Back', 'C. Turn Back, Turn Right', 'D. Turn Left, Turn Right']"
540,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the backpack. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",B,"['A. Turn Left, Turn Left, Turn Left', 'B. Turn Left, Turn Back, Turn Right', 'C. Turn Right, Turn Left, Turn Right', 'D. Turn Right, Turn Back, Turn Back']"
541,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Right, Turn Right', 'B. Turn Back, Turn Right, Turn Back', 'C. Turn Left, Turn Left, Turn Left', 'D. Turn Right, Turn Left, Turn Right']"
542,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Back, Turn Back', 'B. Turn Left, Turn Right, Turn Right', 'C. Turn Back, Turn Back, Turn Left', 'D. Turn Left, Turn Left, Turn Left']"
