Possibility,standing_at,standing_at_x,standing_at_y,facing_at,facing_at_x,facing_at_y,locate_at,locate_at_x,locate_at_y,QuadrantNumber,QuestionHard,AnswerHard,OptionsHard,QuestionMedium,AnswerMedium,OptionsMedium,QuestionEasy,AnswerEasy,OptionsEasy
2285,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,quadrant III,"If I am standing by the bedstool and facing the basket, is the shoesrack to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. back-left', 'C. back-right', 'D. front-left']",,,[],,,[]
2286,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,4.53044,-3.3994299999999997,quadrant III,,,[],"If I am standing by the bedstool and facing the basket, is the plant to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. right', 'B. left', 'C. back']",,,[]
2287,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,6.0961300000000005,-0.53833,quadrant IV,,,[],"If I am standing by the bedstool and facing the basket, is the bed to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. right', 'B. left', 'C. back']","If I am standing by the bedstool and facing the basket, is the bed to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2288,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,4.52135,-2.0553299999999997,quadrant II,"If I am standing by the bedstool and facing the fan, is the heater to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-right', 'B. back-left', 'C. front-left', 'D. front-right']","If I am standing by the bedstool and facing the fan, is the heater to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. back', 'B. left', 'C. right']",,,[]
2289,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,6.378730000000001,-5.8190800000000005,quadrant II,"If I am standing by the bedstool and facing the fan, is the chair to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. back-left', 'B. front-left', 'C. back-right', 'D. front-right']",,,[],,,[]
2290,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,quadrant IV,"If I am standing by the bedstool and facing the fan, is the basket to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-left', 'B. front-left', 'C. front-right', 'D. back-right']",,,[],,,[]
2291,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,quadrant II,"If I am standing by the bedstool and facing the fan, is the backpack to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. front-left', 'C. back-right', 'D. back-left']","If I am standing by the bedstool and facing the fan, is the backpack to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. right', 'B. left', 'C. back']",,,[]
2292,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,quadrant III,"If I am standing by the bedstool and facing the fan, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-right', 'B. front-right', 'C. front-left', 'D. back-left']",,,[],,,[]
2293,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,3.03592,-2.34164,quadrant I,"If I am standing by the bedstool and facing the fan, is the window to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. front-right', 'B. back-left', 'C. back-right', 'D. front-left']","If I am standing by the bedstool and facing the fan, is the window to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. left', 'B. back', 'C. right']",,,[]
2294,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,3.8747,0.15503,quadrant IV,,,[],"If I am standing by the bedstool and facing the fan, is the suitcase to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. back', 'B. right', 'C. left']",,,[]
2295,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,4.51286,-2.66381,quadrant II,"If I am standing by the bedstool and facing the fan, is the night stand to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-left', 'B. front-right', 'C. back-right', 'D. front-left']",,,[],,,[]
2296,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,6.0961300000000005,-0.53833,quadrant III,,,[],,,[],"If I am standing by the bedstool and facing the fan, is the bed to the left or the right of the bedstool?",A,"['A. left', 'B. right']"
2297,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,5.62633,-8.32524,quadrant I,"If I am standing by the bedstool and facing the backpack, is the standing lamp to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. back-left', 'B. front-right', 'C. back-right', 'D. front-left']",,,[],,,[]
2298,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,3.22637,-4.29052,quadrant I,"If I am standing by the bedstool and facing the backpack, is the heater to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-right', 'B. front-left', 'C. front-right', 'D. back-left']","If I am standing by the bedstool and facing the backpack, is the heater to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. right', 'B. back', 'C. left']","If I am standing by the bedstool and facing the backpack, is the heater to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2299,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,4.923690000000001,-8.07944,quadrant I,"If I am standing by the bedstool and facing the backpack, is the chair to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-left', 'B. front-right', 'C. back-left', 'D. back-right']",,,[],,,[]
2300,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,quadrant III,,,[],"If I am standing by the bedstool and facing the backpack, is the basket to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. back', 'B. right', 'C. left']",,,[]
2301,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,quadrant I,"If I am standing by the bedstool and facing the backpack, is the fan to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. front-left', 'B. back-left', 'C. front-right', 'D. back-right']","If I am standing by the bedstool and facing the backpack, is the fan to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. right', 'B. back', 'C. left']",,,[]
2302,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,quadrant I,"If I am standing by the bedstool and facing the backpack, is the sidetable to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-right', 'B. back-left', 'C. front-left', 'D. front-right']","If I am standing by the bedstool and facing the backpack, is the sidetable to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. back', 'B. left', 'C. right']","If I am standing by the bedstool and facing the backpack, is the sidetable to the left or the right of the bedstool?",B,"['A. left', 'B. right']"
2303,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,quadrant III,,,[],,,[],"If I am standing by the bedstool and facing the backpack, is the couch to the left or the right of the bedstool?",A,"['A. left', 'B. right']"
2304,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,3.3272899999999996,-3.59734,quadrant I,"If I am standing by the bedstool and facing the backpack, is the coatrack to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-left', 'B. back-right', 'C. front-right', 'D. front-left']","If I am standing by the bedstool and facing the backpack, is the coatrack to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. right', 'B. left', 'C. back']","If I am standing by the bedstool and facing the backpack, is the coatrack to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2305,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,3.03592,-2.34164,quadrant I,,,[],"If I am standing by the bedstool and facing the backpack, is the window to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. left', 'B. right', 'C. back']","If I am standing by the bedstool and facing the backpack, is the window to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2306,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,quadrant I,"If I am standing by the bedstool and facing the backpack, is the shoesrack to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-right', 'B. front-left', 'C. back-left', 'D. front-right']","If I am standing by the bedstool and facing the backpack, is the shoesrack to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. right', 'B. back', 'C. left']","If I am standing by the bedstool and facing the backpack, is the shoesrack to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2307,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,4.53044,-3.3994299999999997,quadrant I,"If I am standing by the bedstool and facing the backpack, is the plant to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-left', 'B. front-right', 'C. back-left', 'D. back-right']",,,[],,,[]
2308,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,3.8747,0.15503,quadrant III,"If I am standing by the bedstool and facing the backpack, is the suitcase to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. back-left', 'B. front-right', 'C. back-right', 'D. front-left']",,,[],,,[]
2309,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,4.52135,-2.0553299999999997,quadrant II,"If I am standing by the bedstool and facing the sidetable, is the heater to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. front-left', 'C. back-right', 'D. back-left']","If I am standing by the bedstool and facing the sidetable, is the heater to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. back', 'B. left', 'C. right']","If I am standing by the bedstool and facing the sidetable, is the heater to the left or the right of the bedstool?",A,"['A. left', 'B. right']"
2310,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,6.378730000000001,-5.8190800000000005,quadrant II,"If I am standing by the bedstool and facing the sidetable, is the chair to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-left', 'B. back-right', 'C. front-left', 'D. front-right']","If I am standing by the bedstool and facing the sidetable, is the chair to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. back', 'B. right', 'C. left']",,,[]
2311,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,6.60568,-8.10946,quadrant II,"If I am standing by the bedstool and facing the sidetable, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. front-left', 'B. back-right', 'C. front-right', 'D. back-left']",,,[],,,[]
2312,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,quadrant IV,"If I am standing by the bedstool and facing the sidetable, is the basket to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. front-right', 'B. front-left', 'C. back-right', 'D. back-left']",,,[],,,[]
2313,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,quadrant II,"If I am standing by the bedstool and facing the sidetable, is the backpack to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. front-left', 'B. front-right', 'C. back-left', 'D. back-right']","If I am standing by the bedstool and facing the sidetable, is the backpack to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. back', 'B. right', 'C. left']","If I am standing by the bedstool and facing the sidetable, is the backpack to the left or the right of the bedstool?",A,"['A. left', 'B. right']"
2314,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,quadrant III,"If I am standing by the bedstool and facing the sidetable, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-right', 'B. front-left', 'C. back-left', 'D. front-right']",,,[],,,[]
2315,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,3.03592,-2.34164,quadrant I,"If I am standing by the bedstool and facing the sidetable, is the window to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. front-right', 'B. back-left', 'C. front-left', 'D. back-right']","If I am standing by the bedstool and facing the sidetable, is the window to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. back', 'B. left', 'C. right']",,,[]
2316,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,4.53044,-3.3994299999999997,quadrant II,"If I am standing by the bedstool and facing the sidetable, is the plant to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-right', 'B. back-left', 'C. front-left', 'D. front-right']",,,[],,,[]
2317,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,3.8747,0.15503,quadrant IV,,,[],"If I am standing by the bedstool and facing the sidetable, is the suitcase to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. right', 'B. back', 'C. left']",,,[]
2318,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,4.51286,-2.66381,quadrant II,"If I am standing by the bedstool and facing the sidetable, is the night stand to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. back-left', 'B. front-left', 'C. back-right', 'D. front-right']",,,[],,,[]
2319,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,6.0961300000000005,-0.53833,quadrant III,"If I am standing by the bedstool and facing the sidetable, is the bed to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. front-left', 'B. front-right', 'C. back-left', 'D. back-right']",,,[],"If I am standing by the bedstool and facing the sidetable, is the bed to the left or the right of the bedstool?",A,"['A. left', 'B. right']"
2320,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,5.62633,-8.32524,quadrant IV,"If I am standing by the bedstool and facing the couch, is the standing lamp to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. front-left', 'B. back-left', 'C. front-right', 'D. back-right']",,,[],"If I am standing by the bedstool and facing the couch, is the standing lamp to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2321,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,6.378730000000001,-5.8190800000000005,quadrant IV,"If I am standing by the bedstool and facing the couch, is the chair to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. back-right', 'B. back-left', 'C. front-right', 'D. front-left']",,,[],"If I am standing by the bedstool and facing the couch, is the chair to the left or the right of the bedstool?",A,"['A. right', 'B. left']"
2322,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,6.60568,-8.10946,quadrant IV,"If I am standing by the bedstool and facing the couch, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. back-left', 'B. back-right', 'C. front-right', 'D. front-left']",,,[],"If I am standing by the bedstool and facing the couch, is the couch to the left or the right of the bedstool?",B,"['A. left', 'B. right']"
2323,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,3.22637,-4.29052,quadrant IV,"If I am standing by the bedstool and facing the couch, is the heater to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. back-right', 'C. back-left', 'D. front-left']",,,[],,,[]
