Possibility,Actor1,Actor2,Actor3,Actor4,Actor1_FirstFrame,Actor2_FirstFrame,Actor3_FirstFrame,Actor4_FirstFrame,Question,Answer,Options
1424,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,47,152,210,225,"What will be the first-time appearance order of the following categories in the video: couch, bedstool, heater, window?",D,"['A. couch, heater, window, bedstool', 'B. bedstool, window, couch, heater', 'C. window, heater, couch, bedstool', 'D. heater, couch, window, bedstool']"
1425,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,47,152,210,234,"What will be the first-time appearance order of the following categories in the video: heater, window, couch, suitcase?",D,"['A. window, suitcase, heater, couch', 'B. couch, heater, suitcase, window', 'C. suitcase, couch, window, heater', 'D. heater, couch, window, suitcase']"
1426,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,152,210,245,"What will be the first-time appearance order of the following categories in the video: couch, window, heater, night stand?",C,"['A. night stand, heater, couch, window', 'B. night stand, heater, window, couch', 'C. heater, couch, window, night stand', 'D. couch, heater, window, night stand']"
1427,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,152,210,273,"What will be the first-time appearance order of the following categories in the video: heater, couch, bed, window?",B,"['A. heater, window, bed, couch', 'B. heater, couch, window, bed', 'C. bed, window, heater, couch', 'D. window, couch, heater, bed']"
1428,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,47,152,211,223,"What will be the first-time appearance order of the following categories in the video: heater, shoesrack, plant, couch?",A,"['A. heater, couch, shoesrack, plant', 'B. shoesrack, couch, plant, heater', 'C. shoesrack, plant, heater, couch', 'D. heater, plant, couch, shoesrack']"
1429,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,47,152,211,225,"What will be the first-time appearance order of the following categories in the video: shoesrack, couch, heater, bedstool?",A,"['A. heater, couch, shoesrack, bedstool', 'B. couch, shoesrack, heater, bedstool', 'C. bedstool, heater, shoesrack, couch', 'D. shoesrack, couch, bedstool, heater']"
1430,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,47,152,211,234,"What will be the first-time appearance order of the following categories in the video: shoesrack, couch, heater, suitcase?",A,"['A. heater, couch, shoesrack, suitcase', 'B. heater, shoesrack, suitcase, couch', 'C. couch, shoesrack, suitcase, heater', 'D. shoesrack, heater, couch, suitcase']"
1431,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,152,211,245,"What will be the first-time appearance order of the following categories in the video: heater, shoesrack, couch, night stand?",A,"['A. heater, couch, shoesrack, night stand', 'B. night stand, couch, heater, shoesrack', 'C. night stand, couch, shoesrack, heater', 'D. heater, night stand, couch, shoesrack']"
1432,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,152,211,273,"What will be the first-time appearance order of the following categories in the video: shoesrack, bed, heater, couch?",B,"['A. shoesrack, bed, heater, couch', 'B. heater, couch, shoesrack, bed', 'C. bed, shoesrack, heater, couch', 'D. heater, shoesrack, couch, bed']"
1433,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,47,152,223,234,"What will be the first-time appearance order of the following categories in the video: plant, couch, suitcase, heater?",D,"['A. couch, heater, suitcase, plant', 'B. couch, plant, heater, suitcase', 'C. suitcase, plant, heater, couch', 'D. heater, couch, plant, suitcase']"
1434,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,152,223,245,"What will be the first-time appearance order of the following categories in the video: night stand, heater, couch, plant?",C,"['A. night stand, heater, plant, couch', 'B. couch, night stand, plant, heater', 'C. heater, couch, plant, night stand', 'D. night stand, heater, couch, plant']"
1435,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,152,223,273,"What will be the first-time appearance order of the following categories in the video: plant, bed, heater, couch?",A,"['A. heater, couch, plant, bed', 'B. plant, bed, heater, couch', 'C. plant, bed, couch, heater', 'D. plant, heater, couch, bed']"
1436,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,152,225,245,"What will be the first-time appearance order of the following categories in the video: heater, bedstool, night stand, couch?",D,"['A. bedstool, heater, night stand, couch', 'B. night stand, heater, couch, bedstool', 'C. bedstool, heater, couch, night stand', 'D. heater, couch, bedstool, night stand']"
1437,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,152,225,273,"What will be the first-time appearance order of the following categories in the video: heater, bedstool, bed, couch?",C,"['A. couch, bedstool, bed, heater', 'B. bedstool, heater, couch, bed', 'C. heater, couch, bedstool, bed', 'D. heater, couch, bed, bedstool']"
1438,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,152,234,245,"What will be the first-time appearance order of the following categories in the video: suitcase, couch, night stand, heater?",B,"['A. suitcase, couch, night stand, heater', 'B. heater, couch, suitcase, night stand', 'C. night stand, suitcase, heater, couch', 'D. suitcase, heater, couch, night stand']"
1439,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,152,234,273,"What will be the first-time appearance order of the following categories in the video: heater, suitcase, bed, couch?",C,"['A. suitcase, heater, bed, couch', 'B. couch, heater, suitcase, bed', 'C. heater, couch, suitcase, bed', 'D. couch, heater, bed, suitcase']"
1440,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,152,245,273,"What will be the first-time appearance order of the following categories in the video: heater, bed, couch, night stand?",A,"['A. heater, couch, night stand, bed', 'B. bed, night stand, heater, couch', 'C. night stand, couch, heater, bed', 'D. heater, couch, bed, night stand']"
1441,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,47,208,223,234,"What will be the first-time appearance order of the following categories in the video: coatrack, suitcase, plant, heater?",A,"['A. heater, coatrack, plant, suitcase', 'B. coatrack, suitcase, plant, heater', 'C. heater, plant, coatrack, suitcase', 'D. suitcase, heater, coatrack, plant']"
1442,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,208,223,245,"What will be the first-time appearance order of the following categories in the video: plant, heater, coatrack, night stand?",C,"['A. coatrack, heater, night stand, plant', 'B. night stand, coatrack, heater, plant', 'C. heater, coatrack, plant, night stand', 'D. plant, heater, night stand, coatrack']"
1443,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,208,223,273,"What will be the first-time appearance order of the following categories in the video: heater, bed, plant, coatrack?",B,"['A. coatrack, bed, plant, heater', 'B. heater, coatrack, plant, bed', 'C. coatrack, bed, heater, plant', 'D. plant, coatrack, bed, heater']"
1444,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,208,225,245,"What will be the first-time appearance order of the following categories in the video: coatrack, bedstool, heater, night stand?",A,"['A. heater, coatrack, bedstool, night stand', 'B. heater, bedstool, night stand, coatrack', 'C. night stand, heater, coatrack, bedstool', 'D. coatrack, heater, bedstool, night stand']"
1445,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,208,225,273,"What will be the first-time appearance order of the following categories in the video: bed, coatrack, heater, bedstool?",C,"['A. bed, coatrack, heater, bedstool', 'B. coatrack, bed, heater, bedstool', 'C. heater, coatrack, bedstool, bed', 'D. heater, bed, bedstool, coatrack']"
1446,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,208,234,245,"What will be the first-time appearance order of the following categories in the video: suitcase, night stand, heater, coatrack?",C,"['A. heater, night stand, coatrack, suitcase', 'B. suitcase, heater, coatrack, night stand', 'C. heater, coatrack, suitcase, night stand', 'D. heater, suitcase, coatrack, night stand']"
1447,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,208,234,273,"What will be the first-time appearance order of the following categories in the video: heater, suitcase, bed, coatrack?",A,"['A. heater, coatrack, suitcase, bed', 'B. suitcase, heater, bed, coatrack', 'C. suitcase, coatrack, bed, heater', 'D. bed, heater, suitcase, coatrack']"
1448,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,208,245,273,"What will be the first-time appearance order of the following categories in the video: heater, bed, coatrack, night stand?",B,"['A. heater, bed, night stand, coatrack', 'B. heater, coatrack, night stand, bed', 'C. coatrack, night stand, bed, heater', 'D. coatrack, heater, night stand, bed']"
1449,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,47,210,223,234,"What will be the first-time appearance order of the following categories in the video: suitcase, plant, window, heater?",C,"['A. window, plant, suitcase, heater', 'B. plant, suitcase, window, heater', 'C. heater, window, plant, suitcase', 'D. heater, plant, window, suitcase']"
1450,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,210,223,245,"What will be the first-time appearance order of the following categories in the video: window, plant, heater, night stand?",D,"['A. plant, heater, night stand, window', 'B. night stand, window, plant, heater', 'C. heater, plant, night stand, window', 'D. heater, window, plant, night stand']"
1451,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,210,223,273,"What will be the first-time appearance order of the following categories in the video: bed, heater, plant, window?",B,"['A. bed, window, heater, plant', 'B. heater, window, plant, bed', 'C. bed, plant, window, heater', 'D. plant, window, bed, heater']"
1452,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,210,225,245,"What will be the first-time appearance order of the following categories in the video: bedstool, window, night stand, heater?",B,"['A. bedstool, window, night stand, heater', 'B. heater, window, bedstool, night stand', 'C. bedstool, night stand, window, heater', 'D. bedstool, heater, night stand, window']"
1453,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,210,225,273,"What will be the first-time appearance order of the following categories in the video: bedstool, heater, bed, window?",B,"['A. bedstool, bed, heater, window', 'B. heater, window, bedstool, bed', 'C. window, bedstool, bed, heater', 'D. window, heater, bedstool, bed']"
1454,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,210,234,245,"What will be the first-time appearance order of the following categories in the video: night stand, suitcase, heater, window?",D,"['A. heater, night stand, suitcase, window', 'B. window, heater, night stand, suitcase', 'C. night stand, suitcase, heater, window', 'D. heater, window, suitcase, night stand']"
1455,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,210,234,273,"What will be the first-time appearance order of the following categories in the video: heater, window, bed, suitcase?",C,"['A. window, suitcase, heater, bed', 'B. window, heater, bed, suitcase', 'C. heater, window, suitcase, bed', 'D. suitcase, window, heater, bed']"
1456,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,210,245,273,"What will be the first-time appearance order of the following categories in the video: night stand, bed, heater, window?",B,"['A. bed, window, night stand, heater', 'B. heater, window, night stand, bed', 'C. bed, heater, window, night stand', 'D. bed, window, heater, night stand']"
1457,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,47,211,223,234,"What will be the first-time appearance order of the following categories in the video: suitcase, heater, plant, shoesrack?",D,"['A. heater, plant, suitcase, shoesrack', 'B. shoesrack, plant, heater, suitcase', 'C. suitcase, shoesrack, heater, plant', 'D. heater, shoesrack, plant, suitcase']"
1458,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,211,223,245,"What will be the first-time appearance order of the following categories in the video: heater, shoesrack, night stand, plant?",A,"['A. heater, shoesrack, plant, night stand', 'B. plant, shoesrack, night stand, heater', 'C. shoesrack, plant, heater, night stand', 'D. night stand, heater, plant, shoesrack']"
1459,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,211,223,273,"What will be the first-time appearance order of the following categories in the video: heater, plant, shoesrack, bed?",A,"['A. heater, shoesrack, plant, bed', 'B. shoesrack, plant, bed, heater', 'C. heater, shoesrack, bed, plant', 'D. heater, plant, bed, shoesrack']"
1460,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,211,225,245,"What will be the first-time appearance order of the following categories in the video: bedstool, shoesrack, night stand, heater?",B,"['A. heater, shoesrack, night stand, bedstool', 'B. heater, shoesrack, bedstool, night stand', 'C. shoesrack, night stand, heater, bedstool', 'D. bedstool, shoesrack, heater, night stand']"
1461,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,211,225,273,"What will be the first-time appearance order of the following categories in the video: bedstool, bed, shoesrack, heater?",D,"['A. heater, bed, shoesrack, bedstool', 'B. shoesrack, heater, bedstool, bed', 'C. bed, bedstool, heater, shoesrack', 'D. heater, shoesrack, bedstool, bed']"
1462,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,211,234,245,"What will be the first-time appearance order of the following categories in the video: suitcase, night stand, shoesrack, heater?",A,"['A. heater, shoesrack, suitcase, night stand', 'B. suitcase, shoesrack, heater, night stand', 'C. suitcase, night stand, heater, shoesrack', 'D. shoesrack, heater, night stand, suitcase']"
1463,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,211,234,273,"What will be the first-time appearance order of the following categories in the video: suitcase, shoesrack, heater, bed?",A,"['A. heater, shoesrack, suitcase, bed', 'B. suitcase, shoesrack, heater, bed', 'C. shoesrack, heater, bed, suitcase', 'D. suitcase, bed, heater, shoesrack']"
1464,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,211,245,273,"What will be the first-time appearance order of the following categories in the video: heater, night stand, shoesrack, bed?",A,"['A. heater, shoesrack, night stand, bed', 'B. heater, night stand, shoesrack, bed', 'C. shoesrack, night stand, bed, heater', 'D. bed, night stand, heater, shoesrack']"
1465,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,47,223,234,245,"What will be the first-time appearance order of the following categories in the video: heater, night stand, plant, suitcase?",C,"['A. night stand, suitcase, heater, plant', 'B. night stand, plant, heater, suitcase', 'C. heater, plant, suitcase, night stand', 'D. night stand, suitcase, plant, heater']"
1466,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,47,223,234,273,"What will be the first-time appearance order of the following categories in the video: suitcase, bed, plant, heater?",B,"['A. plant, suitcase, heater, bed', 'B. heater, plant, suitcase, bed', 'C. heater, suitcase, bed, plant', 'D. plant, heater, suitcase, bed']"
